"";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species";"Species"
"ASV223";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Dorea";NA;NA
"ASV224";"Bacteria";"Actinobacteriota";"Coriobacteriia";"Coriobacteriales";"Eggerthellaceae";"Enterorhabdus";NA;NA
"ASV225";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV226";"Bacteria";"Desulfobacterota";"Desulfovibrionia";"Desulfovibrionales";"Desulfovibrionaceae";NA;NA;NA
"ASV227";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Ruminococcus";NA;NA
"ASV228";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV229";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV230";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV231";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Corynebacteriaceae";"Corynebacterium";"stationis";"stationis"
"ASV232";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA;NA
"ASV233";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA;NA
"ASV234";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV235";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV236";"Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelatoclostridiaceae";"Erysipelatoclostridium";NA;NA
"ASV237";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV238";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV239";"Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Peptostreptococcaceae";"Romboutsia";"ilealis";"ilealis"
"ASV240";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA;NA
"ASV241";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV242";"Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelatoclostridiaceae";"Erysipelatoclostridium";NA;NA
"ASV243";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV244";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA;NA
"ASV245";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV246";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV247";"Bacteria";"Firmicutes";"Negativicutes";"Acidaminococcales";"Acidaminococcaceae";"Phascolarctobacterium";"faecium";"faecium"
"ASV248";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV249";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA;NA
"ASV250";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"UBA1819";NA;NA
"ASV251";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"dorei";NA
"ASV252";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV253";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnoclostridium";NA;NA
"ASV254";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Incertae Sedis";NA;NA
"ASV255";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Roseburia";NA;NA
"ASV256";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA;NA
"ASV257";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV258";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Butyrivibrio";NA;NA
"ASV259";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Barnesiellaceae";"Barnesiella";NA;NA
"ASV260";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV261";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"Alistipes";NA;NA
"ASV262";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA;NA
"ASV263";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV264";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV265";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV266";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Incertae Sedis";NA;NA
"ASV267";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Corynebacteriaceae";"Corynebacterium";"stationis";"stationis"
"ASV268";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae UCG-006";NA;NA
"ASV269";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA;NA
"ASV270";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Roseburia";NA;NA
"ASV271";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV272";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA;NA
"ASV273";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Clostridium sensu stricto 1";NA;NA
"ASV274";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";NA;NA;NA
"ASV275";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV276";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"[Eubacterium] siraeum group";NA;NA
"ASV277";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV278";"Bacteria";"Actinobacteriota";"Actinobacteria";"Bifidobacteriales";"Bifidobacteriaceae";"Bifidobacterium";"pseudolongum";"pseudolongum"
"ASV279";"Bacteria";"Firmicutes";"Bacilli";"RF39";NA;NA;NA;NA
"ASV280";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA;NA
"ASV281";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA;NA
"ASV282";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"GCA-900066575";NA;NA
"ASV283";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Intestinimonas";NA;NA
"ASV284";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA;NA
"ASV285";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV286";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";NA;NA;NA;NA
"ASV287";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA;NA
"ASV288";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"vulgatus";"vulgatus"
"ASV289";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"NK4A214 group";NA;NA
"ASV290";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Colidextribacter";NA;NA
"ASV291";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA;NA
"ASV292";"Bacteria";"Actinobacteriota";"Coriobacteriia";"Coriobacteriales";"Eggerthellaceae";"Enterorhabdus";NA;NA
"ASV293";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnoclostridium";NA;NA
"ASV294";"Bacteria";"Firmicutes";"Clostridia";"Monoglobales";"Monoglobaceae";"Monoglobus";NA;NA
"ASV295";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV296";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV297";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA;NA
"ASV298";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Colidextribacter";NA;NA
"ASV299";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV300";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV301";"Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelatoclostridiaceae";NA;NA;NA
"ASV302";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Roseburia";NA;NA
"ASV303";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Incertae Sedis";NA;NA
"ASV304";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA;NA
"ASV305";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Ruminococcus";NA;NA
"ASV306";"Bacteria";"Actinobacteriota";"Coriobacteriia";"Coriobacteriales";"Eggerthellaceae";"Enterorhabdus";NA;NA
"ASV307";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV308";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA;NA
"ASV309";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV310";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV311";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"UCG-010";NA;NA;NA
"ASV312";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA;NA
"ASV313";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Paludicola";NA;NA
"ASV314";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV315";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Aerococcaceae";"Facklamia";"tabacinasalis";"tabacinasalis"
"ASV316";"Bacteria";"Actinobacteriota";"Coriobacteriia";"Coriobacteriales";NA;NA;NA;NA
"ASV317";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV318";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Incertae Sedis";NA;NA
"ASV319";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV320";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA;NA
"ASV321";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV322";"Bacteria";"Desulfobacterota";"Desulfovibrionia";"Desulfovibrionales";"Desulfovibrionaceae";"Desulfovibrio";NA;NA
"ASV323";"Bacteria";"Desulfobacterota";"Desulfovibrionia";"Desulfovibrionales";"Desulfovibrionaceae";"Desulfovibrio";NA;NA
"ASV324";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Defluviitaleaceae";"Defluviitaleaceae UCG-011";NA;NA
"ASV325";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA;NA
"ASV326";"Bacteria";"Cyanobacteria";"Vampirivibrionia";"Gastranaerophilales";NA;NA;NA;NA
"ASV327";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV328";"Bacteria";"Firmicutes";"Clostridia";NA;NA;NA;NA;NA
"ASV329";"Bacteria";"Firmicutes";"Bacilli";"RF39";NA;NA;NA;NA
"ASV330";"Bacteria";"Firmicutes";"Clostridia";"Peptococcales";"Peptococcaceae";NA;NA;NA
"ASV331";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Intestinimonas";NA;NA
"ASV332";"Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Anaerovoracaceae";"Anaerovorax";NA;NA
"ASV333";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV334";"Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelotrichaceae";NA;NA;NA
"ASV335";"Bacteria";"Firmicutes";"Clostridia";"Clostridia vadinBB60 group";NA;NA;NA;NA
"ASV336";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Colidextribacter";NA;NA
"ASV337";"Bacteria";"Firmicutes";"Clostridia";"Clostridia vadinBB60 group";NA;NA;NA;NA
"ASV338";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae UCG-006";NA;NA
"ASV339";"Bacteria";"Firmicutes";"Bacilli";"RF39";NA;NA;NA;NA
"ASV340";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV341";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV342";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Colidextribacter";NA;NA
"ASV343";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA;NA
"ASV344";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"UCG-005";NA;NA
"ASV345";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";"Staphylococcus";"aureus";NA
"ASV346";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV347";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV348";"Bacteria";"Firmicutes";"Bacilli";"RF39";NA;NA;NA;NA
"ASV349";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"[Eubacterium] coprostanoligenes group";NA;NA;NA
"ASV350";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"NK4A214 group";NA;NA
"ASV351";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"[Eubacterium] xylanophilum group";NA;NA
"ASV352";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA;NA
"ASV353";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Intestinimonas";NA;NA
"ASV354";"Bacteria";"Firmicutes";"Clostridia";"Peptococcales";"Peptococcaceae";NA;NA;NA
"ASV355";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Marvinbryantia";NA;NA
"ASV356";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV357";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA;NA
"ASV358";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV359";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV360";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA;NA
"ASV361";"Bacteria";"Firmicutes";"Clostridia";"Christensenellales";"Christensenellaceae";NA;NA;NA
"ASV362";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"[Eubacterium] coprostanoligenes group";NA;NA;NA
"ASV363";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV364";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"NK4A214 group";NA;NA
"ASV365";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV366";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV367";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA;NA
"ASV368";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV369";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Colidextribacter";NA;NA
"ASV370";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"UBA1819";NA;NA
"ASV371";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Fournierella";NA;NA
"ASV372";"Bacteria";"Cyanobacteria";"Vampirivibrionia";"Gastranaerophilales";NA;NA;NA;NA
"ASV373";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"GCA-900066575";NA;NA
"ASV374";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV375";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Colidextribacter";NA;NA
"ASV376";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"[Eubacterium] xylanophilum group";NA;NA
"ASV377";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV378";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA;NA
"ASV379";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Paludicola";NA;NA
"ASV380";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnoclostridium";NA;NA
"ASV381";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Tannerellaceae";"Parabacteroides";"distasonis";"distasonis"
"ASV382";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Fournierella";NA;NA
"ASV383";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Tannerellaceae";"Parabacteroides";"merdae";"merdae"
"ASV384";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV385";"Bacteria";"Firmicutes";"Clostridia";"Peptococcales";"Peptococcaceae";NA;NA;NA
"ASV386";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA;NA
"ASV387";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"Alistipes";NA;"massiliensis"
"ASV388";"Bacteria";"Firmicutes";"Clostridia";"Peptococcales";"Peptococcaceae";NA;NA;NA
"ASV389";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA;NA
"ASV390";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"Alistipes";NA;NA
"ASV391";"Bacteria";"Firmicutes";"Clostridia";"Christensenellales";"Christensenellaceae";"Christensenellaceae R-7 group";NA;NA
"ASV392";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA;NA
"ASV393";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Oscillibacter";NA;NA
"ASV394";"Bacteria";"Actinobacteriota";"Coriobacteriia";"Coriobacteriales";"Eggerthellaceae";"Enterorhabdus";NA;NA
"ASV395";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Colidextribacter";NA;NA
"ASV396";"Bacteria";"Firmicutes";"Clostridia";"Peptostreptococcales-Tissierellales";"Anaerovoracaceae";"Family XIII UCG-001";NA;NA
"ASV397";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"[Eubacterium] xylanophilum group";NA;NA
"ASV398";"Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelotrichaceae";"Turicibacter";NA;NA
"ASV399";"Bacteria";"Firmicutes";"Clostridia";"Monoglobales";"Monoglobaceae";"Monoglobus";NA;NA
"ASV400";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV401";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV402";"Bacteria";"Actinobacteriota";"Coriobacteriia";"Coriobacteriales";"Eggerthellaceae";"Enterorhabdus";NA;NA
"ASV403";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA;NA
"ASV404";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnoclostridium";NA;NA
"ASV405";"Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelotrichaceae";NA;NA;NA
"ASV406";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";NA;NA;NA
"ASV407";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA;NA
"ASV408";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"Alistipes";"shahii";"shahii"
"ASV409";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"HT002";NA;NA
"ASV410";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV411";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"NK4A214 group";NA;NA
"ASV412";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"Alistipes";NA;NA
"ASV413";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Sutterellaceae";"Parasutterella";NA;NA
"ASV414";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Intestinimonas";NA;NA
"ASV415";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA;NA
"ASV416";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Colidextribacter";NA;NA
"ASV417";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Micrococcaceae";"Enteractinococcus";NA;NA
"ASV418";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Incertae Sedis";NA;NA
"ASV419";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Incertae Sedis";NA;NA
"ASV420";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";NA;NA;NA
"ASV421";"Bacteria";"Actinobacteriota";"Coriobacteriia";"Coriobacteriales";"Eggerthellaceae";"Adlercreutzia";NA;NA
"ASV422";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";"Colidextribacter";NA;NA
"ASV423";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"UBA1819";NA;NA
"ASV424";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Tuzzerella";NA;NA
"ASV425";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV426";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA;NA
"ASV427";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnoclostridium";NA;NA
"ASV428";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Pygmaiobacter";NA;NA
"ASV429";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV430";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA;"bacterium"
"ASV431";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV432";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA;NA
"ASV433";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV434";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"UCG-010";NA;NA;NA
"ASV435";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnospiraceae NK4A136 group";NA;NA
"ASV436";"Bacteria";"Actinobacteriota";"Coriobacteriia";"Coriobacteriales";"Eggerthellaceae";"Enterorhabdus";NA;NA
"ASV437";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"GCA-900066575";NA;NA
"ASV438";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Ruminococcus";NA;NA
"ASV439";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Muribaculaceae";"Muribaculum";NA;NA
"ASV440";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV441";"Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelotrichaceae";NA;NA;NA
"ASV442";"Bacteria";"Firmicutes";"Clostridia";"Clostridia UCG-014";NA;NA;NA;NA
"ASV443";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Rikenellaceae";"Alistipes";NA;"senegalensis"
"ASV444";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Oscillospiraceae";NA;NA;NA
"ASV445";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";"Incertae Sedis";NA;NA
"ASV446";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";NA;NA;NA
"ASV447";"Bacteria";"Firmicutes";"Bacilli";"RF39";NA;NA;NA;NA
"ASV448";"Bacteria";"Firmicutes";"Clostridia";"Peptococcales";"Peptococcaceae";NA;NA;NA
"ASV449";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnoclostridium";NA;NA
"ASV450";"Bacteria";"Firmicutes";"Clostridia";"Oscillospirales";"Ruminococcaceae";NA;NA;NA
"ASV451";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Roseburia";NA;NA
"ASV452";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Tannerellaceae";"Parabacteroides";NA;NA
